ID,cb_person_cred_hist_length,credit_score,loan_int_rate,loan_intent,loan_percent_income,person_education,person_emp_exp,person_gender,person_home_ownership,person_income,loan_status
16382,4,690,13.16,DEBTCONSOLIDATION,0.03,Bachelor,0,female,MORTGAGE,180614,0
16383,10,603,6.17,HOMEIMPROVEMENT,0.06,Bachelor,9,male,MORTGAGE,39226,0
16384,13,686,7.74,VENTURE,0.26,Associate,16,male,OWN,19183,1
16385,10,667,11.01,DEBTCONSOLIDATION,0.07,Associate,5,female,MORTGAGE,90549,0
16386,10,583,8.38,EDUCATION,0.09,Associate,4,male,MORTGAGE,129303,0
16387,9,653,14.65,DEBTCONSOLIDATION,0.11,Associate,6,female,RENT,61287,0
16388,2,571,12.68,DEBTCONSOLIDATION,0.23,Master,0,male,RENT,48486,0
16389,7,707,7.9,DEBTCONSOLIDATION,0.09,Master,5,female,RENT,65623,0
16390,5,570,7.31,EDUCATION,0.05,High School,2,male,RENT,59385,0
16391,5,638,7.53,EDUCATION,0.14,Bachelor,3,female,RENT,19030,1
16392,2,619,7.29,PERSONAL,0.27,Bachelor,5,male,RENT,29592,1
16393,3,571,5.62,EDUCATION,0.07,High School,0,male,MORTGAGE,85234,0
16394,4,625,11.49,MEDICAL,0.21,Bachelor,0,female,MORTGAGE,144909,0
16395,10,678,10.37,PERSONAL,0.14,Master,3,male,RENT,36588,0
16396,8,549,11.01,PERSONAL,0.23,Doctorate,9,female,MORTGAGE,85970,0
16397,4,603,11.37,EDUCATION,0.1,Bachelor,3,male,RENT,72997,0
16398,10,610,12.42,HOMEIMPROVEMENT,0.06,Associate,3,female,RENT,204871,0
16399,7,682,10.59,EDUCATION,0.43,Bachelor,3,male,RENT,58395,1
16400,6,694,11.01,PERSONAL,0.21,Bachelor,4,female,RENT,48593,0
16401,3,657,10.08,HOMEIMPROVEMENT,0.11,High School,2,male,MORTGAGE,75371,0
16402,10,516,15.96,MEDICAL,0.17,High School,6,female,RENT,57751,0
16403,4,607,9.88,VENTURE,0.12,High School,0,female,RENT,41719,0
16404,11,681,11.13,DEBTCONSOLIDATION,0.13,Associate,10,male,MORTGAGE,151124,0
16405,2,669,13.98,EDUCATION,0.07,Associate,0,male,RENT,14997,0
16406,2,561,13.79,DEBTCONSOLIDATION,0.09,Bachelor,0,male,MORTGAGE,61307,0
16407,3,654,12.53,VENTURE,0.2,High School,2,male,OWN,122328,0
16408,4,607,11.89,VENTURE,0.13,Associate,3,male,OTHER,58701,0
16409,4,640,9.29,EDUCATION,0.26,Bachelor,0,female,MORTGAGE,58526,0
16410,2,675,15.7,HOMEIMPROVEMENT,0.19,Master,3,female,RENT,133231,0
16411,4,584,6.54,VENTURE,0.11,Bachelor,2,male,RENT,90726,0
16412,13,611,10.38,VENTURE,0,High School,20,male,MORTGAGE,241503,0
16413,3,634,15.58,HOMEIMPROVEMENT,0.19,Associate,0,male,RENT,51327,1
16414,4,672,7.68,MEDICAL,0.08,High School,1,male,RENT,50147,0
16415,4,577,10.74,DEBTCONSOLIDATION,0.08,Bachelor,5,male,MORTGAGE,58824,0
16416,4,648,6.03,EDUCATION,0.05,Associate,1,female,MORTGAGE,90945,0
16417,6,683,14.91,MEDICAL,0.03,Master,8,female,RENT,30040,1
16418,14,679,9.88,DEBTCONSOLIDATION,0.24,High School,15,male,RENT,39554,0
16419,8,662,11.14,MEDICAL,0.1,Associate,4,female,RENT,74580,1
16420,5,623,7.73,EDUCATION,0.1,High School,0,male,MORTGAGE,114639,0
16421,2,707,5.79,EDUCATION,0.12,Bachelor,2,female,MORTGAGE,90982,0
16422,4,632,14.72,EDUCATION,0.12,Bachelor,0,male,OWN,34684,0
16423,10,643,14.27,MEDICAL,0.21,Associate,5,female,MORTGAGE,29409,1
16424,10,626,13.18,MEDICAL,0.36,Associate,13,male,RENT,45567,1
16425,7,612,15.95,PERSONAL,0.25,Bachelor,3,male,RENT,101937,0
16426,7,684,14.18,HOMEIMPROVEMENT,0.14,High School,4,female,RENT,88799,0
16427,2,681,7.4,PERSONAL,0.05,Master,1,female,MORTGAGE,129409,0
16428,4,645,13.35,MEDICAL,0.21,Associate,3,male,RENT,28392,1
16429,4,662,13.23,DEBTCONSOLIDATION,0.26,Master,1,male,MORTGAGE,32805,0
16430,4,588,7.49,MEDICAL,0.2,High School,2,female,RENT,35205,0
16431,3,542,11.01,PERSONAL,0.1,Bachelor,8,male,MORTGAGE,151220,0
16432,4,647,11.89,DEBTCONSOLIDATION,0.13,Bachelor,3,male,RENT,49005,0
16433,3,532,12.73,EDUCATION,0.17,High School,2,male,RENT,55013,0
16434,8,669,12.36,DEBTCONSOLIDATION,0.1,Associate,5,female,MORTGAGE,212614,0
16435,11,591,19.03,DEBTCONSOLIDATION,0.19,High School,21,male,RENT,47172,0
16436,16,528,11.49,DEBTCONSOLIDATION,0.15,High School,14,male,RENT,46466,0
16437,4,683,14.26,HOMEIMPROVEMENT,0.19,Bachelor,0,male,MORTGAGE,53030,0
16438,10,610,11.72,VENTURE,0.04,Master,5,male,MORTGAGE,67349,0
16439,4,551,11.32,PERSONAL,0.07,High School,1,female,MORTGAGE,120889,0
16440,4,687,11.01,HOMEIMPROVEMENT,0.2,High School,4,female,RENT,86667,0
16441,8,616,14.35,MEDICAL,0.07,Associate,3,male,RENT,58860,0
16442,2,613,7.37,EDUCATION,0.13,Master,5,female,MORTGAGE,75793,0
16443,7,647,13.57,EDUCATION,0.09,Associate,10,male,MORTGAGE,76405,0
16444,3,598,7.66,VENTURE,0.11,High School,0,male,RENT,61081,0
16445,11,667,15.31,EDUCATION,0,High School,19,male,MORTGAGE,533530,0
16446,3,616,12.35,PERSONAL,0.13,High School,1,female,RENT,73028,0
16447,10,645,13.48,DEBTCONSOLIDATION,0.19,Associate,14,female,MORTGAGE,106474,1
16448,3,631,13.23,PERSONAL,0.12,Master,2,male,RENT,100640,0
16449,3,509,13.55,EDUCATION,0.14,Bachelor,0,female,RENT,56121,1
16450,3,659,5.79,EDUCATION,0.21,Associate,1,female,MORTGAGE,60901,0
16451,3,591,11.01,MEDICAL,0.05,Bachelor,0,female,RENT,97484,1
16452,6,642,14.96,VENTURE,0.14,Bachelor,8,male,MORTGAGE,41780,1
16453,8,546,17.06,VENTURE,0.16,Bachelor,5,male,RENT,121305,1
16454,3,587,5.79,VENTURE,0.08,Associate,0,male,MORTGAGE,105535,0
16455,8,671,10.62,VENTURE,0.33,Bachelor,10,male,RENT,44927,1
16456,11,623,14.61,MEDICAL,0.02,Master,8,female,RENT,40761,0
16457,4,655,10.99,EDUCATION,0.16,Bachelor,3,male,RENT,30890,0
16458,2,627,7.51,DEBTCONSOLIDATION,0.13,Associate,0,female,RENT,26844,0
16459,4,551,7.14,HOMEIMPROVEMENT,0.14,Bachelor,1,male,RENT,72972,0
16460,4,614,13.22,DEBTCONSOLIDATION,0.18,High School,2,female,RENT,22285,1
16461,3,657,6.17,EDUCATION,0.17,Associate,0,male,RENT,52715,0
16462,5,626,7.88,VENTURE,0.27,Associate,7,male,OWN,36906,0
16463,8,685,16.35,HOMEIMPROVEMENT,0.07,Bachelor,7,female,MORTGAGE,227919,0
16464,8,675,11.99,MEDICAL,0.06,Bachelor,3,female,RENT,65420,1
16465,8,597,15.99,VENTURE,0.07,Bachelor,3,male,RENT,41197,1
16466,4,590,11.08,EDUCATION,0.06,Bachelor,3,female,MORTGAGE,63417,0
16467,3,657,8.59,MEDICAL,0.01,Associate,4,male,RENT,85574,0
16468,3,665,7.47,EDUCATION,0.09,Bachelor,2,male,RENT,49038,0
16469,3,631,12.21,VENTURE,0.28,High School,1,male,RENT,39709,1
16470,6,589,7.14,HOMEIMPROVEMENT,0.12,High School,10,male,MORTGAGE,81236,0
16471,3,679,11.12,PERSONAL,0.13,Master,0,male,MORTGAGE,61072,0
16472,3,667,9.99,PERSONAL,0.06,Associate,2,male,RENT,82543,0
16473,4,607,10.43,DEBTCONSOLIDATION,0.14,Associate,0,female,RENT,49006,0
16474,6,711,11.07,VENTURE,0.02,Bachelor,5,male,MORTGAGE,64861,0
16475,10,611,9.08,MEDICAL,0.03,Bachelor,6,male,MORTGAGE,725242,1
16476,10,709,11.83,EDUCATION,0.3,Bachelor,16,female,MORTGAGE,56963,0
16477,4,667,11.01,HOMEIMPROVEMENT,0.08,Bachelor,3,female,RENT,38131,1
16478,3,512,5.99,VENTURE,0.04,Associate,1,male,MORTGAGE,116171,0
16479,10,657,6.99,VENTURE,0.04,Bachelor,8,female,MORTGAGE,115072,0
16480,14,606,11.63,EDUCATION,0.08,Associate,14,male,RENT,97143,0
16481,3,620,15.44,DEBTCONSOLIDATION,0.25,High School,0,female,RENT,61003,1
16482,6,562,13.99,VENTURE,0.15,Associate,4,female,MORTGAGE,121070,0
16483,13,726,6.62,VENTURE,0.16,High School,23,male,MORTGAGE,49399,0
16484,17,682,17.74,HOMEIMPROVEMENT,0.19,Bachelor,15,female,RENT,42029,1
16485,16,675,11.02,MEDICAL,0.06,Doctorate,15,male,MORTGAGE,85096,0
16486,4,682,10.64,MEDICAL,0.28,Associate,1,male,MORTGAGE,43979,0
16487,5,528,11.01,MEDICAL,0.05,High School,5,female,MORTGAGE,66164,1
16488,12,629,10.97,MEDICAL,0.1,Bachelor,16,male,RENT,48550,0
16489,4,562,8.88,VENTURE,0.42,High School,1,female,RENT,43839,1
16490,8,603,13.61,HOMEIMPROVEMENT,0.43,Associate,7,male,RENT,58801,1
16491,2,622,13.49,HOMEIMPROVEMENT,0.07,Master,1,female,MORTGAGE,88307,1
16492,2,629,14.72,DEBTCONSOLIDATION,0.16,Bachelor,0,male,OWN,18473,1
16493,3,482,5.99,VENTURE,0.06,Master,3,female,RENT,222668,0
16494,4,629,11.86,MEDICAL,0.13,High School,3,female,RENT,37194,0
16495,6,557,13.43,DEBTCONSOLIDATION,0.28,Associate,11,female,RENT,30857,1
16496,12,666,7.43,VENTURE,0.09,High School,19,male,OWN,55303,0
16497,15,579,11.71,HOMEIMPROVEMENT,0.44,Doctorate,25,male,RENT,45165,1
16498,9,601,14.06,HOMEIMPROVEMENT,0.21,Bachelor,10,female,MORTGAGE,29137,1
16499,2,612,11.01,DEBTCONSOLIDATION,0.13,Associate,4,female,RENT,106740,0
16500,22,728,8.97,DEBTCONSOLIDATION,0.07,Bachelor,26,female,RENT,94211,0
16501,12,661,17.37,MEDICAL,0.38,Associate,13,male,MORTGAGE,78631,1
16502,6,599,11.01,DEBTCONSOLIDATION,0.21,Master,4,male,RENT,70060,0
16503,7,647,11.01,PERSONAL,0.05,High School,7,female,MORTGAGE,128417,0
16504,8,590,6.91,HOMEIMPROVEMENT,0.15,High School,5,male,MORTGAGE,67978,1
16505,3,685,7.74,VENTURE,0.17,Associate,0,female,RENT,18020,1
16506,2,618,11.71,VENTURE,0.12,Bachelor,1,female,RENT,61225,0
16507,10,645,8.49,MEDICAL,0.32,Associate,8,female,RENT,15410,1
16508,2,580,13.49,MEDICAL,0.16,High School,3,male,RENT,37229,0
16509,15,673,12.69,MEDICAL,0.18,Master,23,female,RENT,35383,0
16510,8,649,6.92,PERSONAL,0.08,High School,5,male,OWN,121261,0
16511,2,532,7.14,VENTURE,0.19,High School,0,female,OWN,12951,1
16512,8,618,11.95,DEBTCONSOLIDATION,0.17,High School,11,female,MORTGAGE,37228,0
16513,10,674,13.72,PERSONAL,0.1,Bachelor,4,male,RENT,31319,0
16514,2,688,13.61,DEBTCONSOLIDATION,0.18,Associate,1,male,MORTGAGE,108889,0
16515,4,625,10.99,EDUCATION,0.14,High School,0,female,RENT,35869,0
16516,12,668,12.68,DEBTCONSOLIDATION,0.07,Master,16,male,RENT,159151,0
16517,12,706,13.67,PERSONAL,0.11,Master,22,male,MORTGAGE,54748,0
16518,6,572,14.79,MEDICAL,0.16,Bachelor,5,male,RENT,24861,0
16519,11,668,11.14,HOMEIMPROVEMENT,0.06,Associate,25,male,RENT,180806,0
16520,4,495,10.99,HOMEIMPROVEMENT,0.13,High School,0,female,RENT,23480,1
16521,2,595,8.94,EDUCATION,0.1,High School,0,male,MORTGAGE,28613,0
16522,3,595,15.58,EDUCATION,0.04,Master,0,female,RENT,36926,1
16523,3,535,7.75,EDUCATION,0.15,Bachelor,0,female,MORTGAGE,70049,0
16524,7,669,13.06,MEDICAL,0.21,Associate,13,female,OWN,70421,0
16525,2,617,12.05,HOMEIMPROVEMENT,0.17,Bachelor,1,male,RENT,26833,1
16526,4,615,11.25,PERSONAL,0.07,Associate,0,female,RENT,51376,0
16527,4,656,8,EDUCATION,0.05,Master,7,female,RENT,60865,0
16528,4,615,9.64,HOMEIMPROVEMENT,0.26,Bachelor,2,male,MORTGAGE,94604,0
16529,4,676,8.9,EDUCATION,0.07,High School,0,female,MORTGAGE,62281,0
16530,2,607,5.42,PERSONAL,0.02,Bachelor,0,female,OWN,61364,0
16531,3,586,13.57,EDUCATION,0.16,Bachelor,0,female,RENT,61207,0
16532,3,721,11.75,MEDICAL,0.12,Bachelor,0,female,MORTGAGE,120597,0
16533,7,534,10.29,MEDICAL,0.17,Associate,6,male,RENT,29557,1
16534,3,577,12.53,DEBTCONSOLIDATION,0.2,Master,0,male,RENT,56230,0
16535,11,697,14.25,PERSONAL,0.19,Bachelor,11,male,OWN,23781,1
16536,7,595,11.71,PERSONAL,0.29,Bachelor,8,male,RENT,85192,1
16537,4,545,9.33,VENTURE,0.21,High School,3,female,RENT,120696,0
16538,9,660,11.99,EDUCATION,0.11,Bachelor,6,female,RENT,36889,0
16539,9,568,16.7,MEDICAL,0.12,Associate,3,male,RENT,42772,1
16540,7,689,8.94,HOMEIMPROVEMENT,0.08,Master,7,male,RENT,81719,0
16541,4,607,16.45,HOMEIMPROVEMENT,0.09,Master,2,female,RENT,65759,1
16542,7,638,12.25,HOMEIMPROVEMENT,0.06,Master,8,male,MORTGAGE,92153,0
16543,12,747,11.01,VENTURE,0.02,Bachelor,15,male,RENT,634797,0
16544,6,665,15.21,MEDICAL,0.17,Associate,13,male,RENT,53657,1
16545,7,673,15.58,EDUCATION,0.17,Bachelor,4,male,MORTGAGE,70273,0
16546,3,642,11.14,MEDICAL,0.09,High School,0,female,RENT,37045,0
16547,5,688,14.65,VENTURE,0.11,Associate,9,female,MORTGAGE,93032,0
16548,12,530,6.98,EDUCATION,0.08,Bachelor,9,female,MORTGAGE,96671,0
16549,4,708,5.42,EDUCATION,0.19,Associate,4,female,MORTGAGE,51738,0
16550,2,573,16.89,PERSONAL,0.13,Associate,5,male,RENT,41957,0
16551,17,736,10.59,PERSONAL,0.03,Doctorate,13,female,RENT,54119,1
16552,7,573,11.01,EDUCATION,0.2,Associate,5,male,OWN,29889,0
16553,16,609,15.33,PERSONAL,0.04,High School,17,female,RENT,114016,0
16554,6,649,9.22,MEDICAL,0.05,Bachelor,2,male,MORTGAGE,109503,0
16555,4,649,15.05,DEBTCONSOLIDATION,0.11,High School,0,male,RENT,40603,1
16556,10,638,11.01,EDUCATION,0.06,Associate,5,male,OWN,67192,0
16557,9,657,12.98,PERSONAL,0.05,Associate,11,male,MORTGAGE,168855,1
16558,3,681,6.03,VENTURE,0.11,High School,2,male,MORTGAGE,90940,0
16559,3,610,17.93,HOMEIMPROVEMENT,0.1,High School,3,female,RENT,39471,1
16560,9,629,10.95,HOMEIMPROVEMENT,0.17,Associate,10,male,RENT,116814,0
16561,3,635,8.59,EDUCATION,0.19,Bachelor,6,male,MORTGAGE,68135,0
16562,12,662,7.88,MEDICAL,0.11,High School,23,male,MORTGAGE,62034,0
16563,5,603,10.51,PERSONAL,0.07,High School,0,female,RENT,72359,0
16564,3,639,9.25,MEDICAL,0.08,Bachelor,0,female,RENT,61278,0
16565,2,645,8.94,HOMEIMPROVEMENT,0.08,Master,2,male,RENT,62704,1
16566,2,651,13.22,PERSONAL,0.41,Master,3,male,OWN,36843,0
16567,4,613,10,MEDICAL,0.09,High School,0,male,RENT,55023,0
16568,3,498,13.99,MEDICAL,0.17,Bachelor,1,male,MORTGAGE,154931,0
16569,10,607,12.53,HOMEIMPROVEMENT,0.14,Master,12,male,RENT,94489,0
16570,17,655,11.01,HOMEIMPROVEMENT,0.11,High School,14,female,RENT,91197,0
16571,7,654,10.28,MEDICAL,0.02,Associate,6,male,RENT,43937,0
16572,2,700,11.01,MEDICAL,0.22,Master,6,female,RENT,35790,0
16573,3,651,5.99,VENTURE,0.18,Bachelor,2,female,MORTGAGE,62478,0
16574,4,666,7.49,PERSONAL,0.15,Bachelor,0,female,MORTGAGE,189287,0
16575,15,639,9.63,MEDICAL,0.04,Associate,20,male,RENT,360723,0
16576,4,636,9.4,DEBTCONSOLIDATION,0.25,High School,6,male,RENT,18530,1
16577,5,657,8.98,DEBTCONSOLIDATION,0.07,Bachelor,1,male,RENT,84938,0
16578,9,587,13.43,VENTURE,0.09,Master,7,male,OWN,98473,0
16579,5,711,14.27,HOMEIMPROVEMENT,0.04,Master,7,female,RENT,68007,0
16580,4,688,11.92,VENTURE,0.31,Master,0,female,OWN,49024,0
16581,4,622,9.91,PERSONAL,0.04,Bachelor,3,male,MORTGAGE,188246,0
16582,9,680,6.96,PERSONAL,0.04,Bachelor,9,male,MORTGAGE,144667,0
16583,2,588,5.42,EDUCATION,0.03,High School,4,female,MORTGAGE,116252,0
16584,7,632,11.94,DEBTCONSOLIDATION,0.16,Bachelor,5,male,RENT,47766,1
16585,10,565,9.91,DEBTCONSOLIDATION,0.09,Master,7,male,MORTGAGE,80389,0
16586,15,634,11.14,MEDICAL,0.25,High School,19,female,RENT,47591,1
16587,10,648,12.53,MEDICAL,0.08,Bachelor,11,female,RENT,44323,0
16588,10,666,11.01,DEBTCONSOLIDATION,0.07,Associate,4,female,MORTGAGE,113686,1
16589,6,558,11,VENTURE,0.08,Master,6,female,RENT,145275,0
16590,3,626,13.49,EDUCATION,0.02,High School,0,female,MORTGAGE,66829,0
16591,3,724,10.83,DEBTCONSOLIDATION,0.13,Master,2,female,RENT,62285,0
16592,10,662,9.68,EDUCATION,0.08,Master,8,female,MORTGAGE,105305,0
16593,6,659,12.84,DEBTCONSOLIDATION,0.11,Bachelor,4,male,RENT,67243,0
16594,4,582,6.85,PERSONAL,0.04,Associate,0,female,MORTGAGE,101825,0
16595,6,560,16.77,VENTURE,0.25,Bachelor,11,female,MORTGAGE,79204,0
16596,8,709,11.55,VENTURE,0.02,Master,1,female,RENT,49004,0
16597,5,650,17.49,VENTURE,0.08,High School,0,male,RENT,85095,0
16598,25,737,8.94,MEDICAL,0.16,Bachelor,58,female,RENT,90934,0
16599,8,657,7.9,VENTURE,0.03,Bachelor,11,female,MORTGAGE,90615,0
16600,3,547,7.5,VENTURE,0.31,Bachelor,0,male,RENT,29441,1
16601,10,691,15.49,MEDICAL,0.33,Bachelor,7,male,RENT,41338,1
16602,8,610,15.45,MEDICAL,0.17,Associate,9,female,RENT,59500,1
16603,10,664,14.83,MEDICAL,0.13,Associate,9,male,RENT,21182,1
16604,8,673,11.48,PERSONAL,0.08,Bachelor,1,male,MORTGAGE,73092,0
16605,9,479,11.53,HOMEIMPROVEMENT,0.13,Master,13,male,MORTGAGE,90795,0
16606,6,623,9.99,PERSONAL,0.09,Bachelor,7,male,OWN,116193,0
16607,6,610,10.14,VENTURE,0.17,Master,2,female,MORTGAGE,116228,0
16608,3,683,10.06,MEDICAL,0.22,Bachelor,5,male,MORTGAGE,67075,0
16609,5,683,7.29,VENTURE,0.16,Bachelor,9,female,RENT,56257,0
16610,16,675,8,PERSONAL,0.1,Bachelor,13,female,OWN,49019,0
16611,2,566,6.99,MEDICAL,0.16,Master,0,male,RENT,60629,0
16612,2,681,11.01,VENTURE,0.09,Master,3,male,OWN,54047,0
16613,2,667,6.62,VENTURE,0.14,Master,7,male,MORTGAGE,35554,0
16614,13,675,6.91,PERSONAL,0.16,Associate,16,male,OWN,72857,0
16615,2,674,14.11,DEBTCONSOLIDATION,0.16,Associate,0,male,RENT,16735,1
16616,7,540,9.36,DEBTCONSOLIDATION,0.02,High School,5,female,MORTGAGE,135636,0
16617,4,533,11.77,VENTURE,0.27,Associate,0,male,RENT,36798,1
16618,2,574,6.54,MEDICAL,0.29,Master,3,male,RENT,31927,1
16619,6,626,6.91,PERSONAL,0.08,Associate,10,male,MORTGAGE,130310,0
16620,5,584,15.58,VENTURE,0.05,Bachelor,5,male,MORTGAGE,43912,0
16621,9,708,11.99,HOMEIMPROVEMENT,0.04,Master,12,female,MORTGAGE,231450,0
16622,9,632,10.99,VENTURE,0.07,Associate,11,male,OWN,80267,0
16623,3,625,6.04,PERSONAL,0.03,Associate,0,female,RENT,60979,0
16624,4,652,11.01,EDUCATION,0.09,Bachelor,0,male,MORTGAGE,105468,0
16625,2,692,10.48,PERSONAL,0.15,Master,4,male,MORTGAGE,116311,0
16626,8,612,11.49,PERSONAL,0.11,Associate,7,female,MORTGAGE,106263,0
16627,3,617,6.99,VENTURE,0.15,High School,4,female,MORTGAGE,67149,0
16628,2,661,14.59,DEBTCONSOLIDATION,0.11,Bachelor,2,male,RENT,44046,1
16629,2,675,10.33,EDUCATION,0.1,High School,2,female,MORTGAGE,38340,0
16630,6,616,9.99,HOMEIMPROVEMENT,0.11,High School,6,male,MORTGAGE,65877,1
16631,12,661,6.62,MEDICAL,0.2,High School,25,female,OWN,55032,0
16632,17,657,11.99,EDUCATION,0.15,Bachelor,14,male,RENT,85324,0
16633,2,656,5.99,EDUCATION,0.05,Master,4,female,MORTGAGE,39443,0
16634,3,648,8.88,EDUCATION,0.48,High School,0,male,RENT,41557,1
16635,10,656,11.49,VENTURE,0.04,Associate,9,male,RENT,32048,0
16636,3,631,17.99,PERSONAL,0.03,Associate,3,male,RENT,29548,1
16637,4,617,7.49,VENTURE,0.07,Bachelor,0,female,RENT,83903,0
16638,4,577,11.34,EDUCATION,0.1,Associate,2,male,MORTGAGE,63632,0
16639,3,681,11.01,MEDICAL,0.21,Associate,4,female,OTHER,120709,0
16640,7,624,7.4,PERSONAL,0.03,Associate,4,male,OWN,38337,0
16641,4,613,6.47,DEBTCONSOLIDATION,0.07,Associate,1,female,MORTGAGE,73054,0
16642,3,610,7.51,MEDICAL,0.05,Bachelor,4,male,MORTGAGE,97162,0
16643,5,599,14.76,VENTURE,0.27,Bachelor,0,male,MORTGAGE,90952,0
16644,2,682,7.51,VENTURE,0.09,High School,1,male,RENT,108909,0
16645,7,614,9.99,MEDICAL,0.03,High School,9,female,RENT,29442,0
16646,7,646,13.49,HOMEIMPROVEMENT,0.08,Associate,12,female,MORTGAGE,52658,0
16647,8,683,13.79,MEDICAL,0.08,Master,11,male,MORTGAGE,88255,0
16648,8,653,11.83,MEDICAL,0.16,High School,12,male,MORTGAGE,39914,0
16649,6,595,16.69,MEDICAL,0.05,Master,10,male,RENT,30996,1
16650,8,688,13.48,PERSONAL,0.23,Associate,9,female,RENT,56098,0
16651,8,669,13.45,HOMEIMPROVEMENT,0.19,Bachelor,10,male,RENT,26505,1
16652,3,635,11.01,HOMEIMPROVEMENT,0.1,Master,0,male,MORTGAGE,47915,1
16653,10,631,7.07,MEDICAL,0.06,Bachelor,6,male,RENT,49343,0
16654,2,521,13.02,MEDICAL,0.26,Associate,4,male,MORTGAGE,44430,0
16655,10,549,10.93,MEDICAL,0.25,Associate,2,female,RENT,43922,1
16656,6,672,14.96,HOMEIMPROVEMENT,0.14,Bachelor,7,male,RENT,109010,0
16657,12,547,7.49,DEBTCONSOLIDATION,0.29,High School,15,female,RENT,29344,1
16658,3,646,8.32,DEBTCONSOLIDATION,0.05,Bachelor,0,female,MORTGAGE,164222,0
16659,10,654,15.99,MEDICAL,0.04,Bachelor,8,female,OWN,173388,0
16660,7,663,11.83,PERSONAL,0.17,High School,9,female,MORTGAGE,88503,0
16661,9,553,11.01,DEBTCONSOLIDATION,0.32,Associate,11,female,RENT,56102,1
16662,3,687,6.62,EDUCATION,0.04,Master,0,male,RENT,50139,0
16663,2,645,7.49,MEDICAL,0.13,Associate,3,male,MORTGAGE,108101,0
16664,2,651,11.01,EDUCATION,0.13,Associate,0,male,RENT,85064,0
16665,3,612,6.62,PERSONAL,0.11,Master,3,female,MORTGAGE,97100,0
16666,5,643,8.88,MEDICAL,0.19,Master,11,male,MORTGAGE,103256,0
16667,2,599,11.36,MEDICAL,0.32,Associate,1,female,MORTGAGE,67676,0
16668,2,680,10.99,MEDICAL,0.03,Associate,0,female,RENT,36732,0
16669,2,668,11.01,VENTURE,0.25,High School,0,male,RENT,13178,1
16670,4,636,12.47,MEDICAL,0.07,Associate,4,female,RENT,34023,0
16671,3,601,12.25,EDUCATION,0.05,Master,0,male,RENT,40269,0
16672,4,606,13.49,PERSONAL,0.15,High School,3,male,MORTGAGE,144752,0
16673,9,622,13.57,VENTURE,0.17,Bachelor,7,male,MORTGAGE,121094,0
16674,13,574,8.8,DEBTCONSOLIDATION,0.09,Master,14,female,MORTGAGE,78986,0
16675,6,709,6.62,MEDICAL,0.18,Master,10,female,MORTGAGE,67932,0
16676,2,644,13.47,HOMEIMPROVEMENT,0.16,Master,5,female,OWN,61010,0
16677,2,643,10.61,EDUCATION,0.12,Bachelor,4,female,RENT,58538,0
16678,14,726,10.99,VENTURE,0.2,Associate,24,male,MORTGAGE,117911,0
16679,14,695,13.85,MEDICAL,0.08,Associate,17,male,RENT,36945,1
16680,3,632,9.21,HOMEIMPROVEMENT,0.06,Bachelor,4,male,RENT,111321,0
16681,6,615,7.74,DEBTCONSOLIDATION,0.08,Bachelor,7,male,MORTGAGE,61217,0
16682,9,673,11.97,DEBTCONSOLIDATION,0.07,Bachelor,5,male,RENT,50133,0
16683,4,638,11.46,DEBTCONSOLIDATION,0.12,High School,4,male,RENT,25459,0
16684,4,646,14.26,DEBTCONSOLIDATION,0.12,Bachelor,2,male,RENT,82786,0
16685,4,649,13.87,PERSONAL,0.04,High School,0,male,MORTGAGE,78853,0
16686,4,580,11.01,DEBTCONSOLIDATION,0.1,High School,6,male,MORTGAGE,73096,0
16687,4,626,13.49,DEBTCONSOLIDATION,0.19,Associate,3,male,RENT,94708,0
16688,5,614,16.77,EDUCATION,0.18,Bachelor,9,female,RENT,48929,0
16689,4,641,11.2,EDUCATION,0.1,Associate,2,male,RENT,58340,0
16690,15,597,13.98,VENTURE,0.06,Bachelor,13,male,MORTGAGE,166521,0
16691,13,645,13.49,VENTURE,0.08,High School,19,male,OWN,76144,0
16692,3,617,13.48,MEDICAL,0.06,Associate,4,female,RENT,109246,0
16693,4,598,8.04,MEDICAL,0.1,High School,0,female,MORTGAGE,49194,0
16694,5,675,10.48,DEBTCONSOLIDATION,0.03,Bachelor,5,male,MORTGAGE,264981,0
16695,12,591,6.62,EDUCATION,0.13,High School,11,female,RENT,79844,0
16696,7,682,11.01,VENTURE,0.18,Bachelor,9,male,RENT,44097,0
16697,14,661,13.75,PERSONAL,0.13,Bachelor,11,male,MORTGAGE,149558,0
16698,2,626,10.08,DEBTCONSOLIDATION,0.08,Associate,0,female,MORTGAGE,75436,0
16699,10,581,11,MEDICAL,0.16,Bachelor,5,female,MORTGAGE,109625,0
16700,3,567,10.59,MEDICAL,0.17,Associate,1,female,OWN,69704,0
16701,3,634,10,DEBTCONSOLIDATION,0.2,Bachelor,5,male,RENT,34898,0
16702,3,535,7.02,DEBTCONSOLIDATION,0.07,High School,3,male,MORTGAGE,72978,0
16703,3,586,9.99,MEDICAL,0.17,High School,0,male,MORTGAGE,46211,0
16704,5,599,11.24,VENTURE,0.18,High School,0,male,RENT,84921,0
16705,2,640,10.37,PERSONAL,0.11,Master,1,female,RENT,18488,0
16706,10,585,6.53,EDUCATION,0.2,Associate,8,female,MORTGAGE,75319,0
16707,9,653,15.4,VENTURE,0.19,Master,5,male,RENT,55154,0
