ID,cb_person_cred_hist_length,credit_score,loan_int_rate,loan_percent_income,person_emp_exp,person_gender,person_income,loan_status,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,person_education_Associate,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT
22704,3,476,6.74,0.2,3,0,49224,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22705,7,680,10.66,0.09,5,1,132844,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
22706,2,650,10.59,0.1,2,1,87888,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
22707,9,623,11.01,0.1,6,1,122602,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
22708,3,584,7.06,0.08,5,0,117218,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
22709,9,561,14.61,0.26,5,0,76733,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
22710,4,674,5.79,0.13,2,1,58421,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
22711,2,680,14.72,0.09,2,1,210999,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22712,3,604,6.99,0.06,0,1,33472,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
22713,6,591,9.32,0.22,15,0,21310,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
22714,3,702,6.62,0.03,5,0,36959,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
22715,8,664,10.2,0.14,6,0,91715,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
22716,7,698,11.38,0.2,6,1,73294,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
22717,7,610,10.71,0.39,7,1,63393,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
22718,3,662,9.77,0.02,1,1,105364,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
22719,3,621,11.01,0.05,1,1,58543,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
22720,3,614,14.54,0.14,1,1,40524,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
22721,5,614,11.01,0.14,9,1,69059,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
22722,17,636,5.79,0.2,20,1,44004,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
22723,5,615,12.21,0.17,11,1,36450,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
22724,4,694,11.36,0.34,2,1,44405,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
22725,6,615,14.91,0.12,5,1,288930,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
22726,4,661,18.25,0.09,0,1,41874,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
22727,4,667,10.87,0.14,4,0,145065,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
22728,7,616,9.91,0.07,12,0,62003,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
22729,17,684,11.01,0.23,20,1,41724,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
22730,4,580,11.11,0.14,0,1,40271,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
22731,4,616,6.6,0.04,0,1,51521,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
22732,3,624,9.26,0.14,0,0,48924,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22733,14,692,11.49,0.07,24,0,65966,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
22734,12,742,11.49,0.08,24,1,60801,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
22735,5,604,7.91,0.04,12,1,385074,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
22736,6,652,7.51,0.22,5,0,39379,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
22737,7,625,14.35,0.07,8,1,30070,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22738,3,671,12.98,0.06,2,1,300951,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
22739,4,642,13.49,0.1,0,0,84055,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
22740,2,673,15.99,0.17,1,0,29966,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
22741,8,679,13.49,0.04,4,0,22776,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
22742,28,705,7.51,0.33,32,0,61229,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22743,5,656,11.41,0.14,3,0,40601,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
22744,8,581,11.12,0.48,5,0,49038,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22745,7,613,10.36,0.32,8,0,36931,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
22746,15,642,13.43,0.04,17,1,51695,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
22747,15,633,13.49,0.09,21,1,42850,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
22748,5,685,11.75,0.17,13,1,144025,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
22749,16,693,7.49,0.18,17,1,49442,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
22750,9,663,12.44,0.11,9,0,44134,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
22751,6,527,7.74,0.05,5,1,79038,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
22752,3,656,9.99,0.23,0,1,44330,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
22753,9,632,16.32,0.08,13,1,330971,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
22754,16,669,9.99,0.08,13,1,38527,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
22755,4,634,13.4,0.16,5,1,39060,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22756,5,639,10.17,0.04,5,1,51503,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
22757,12,613,8.9,0.29,22,0,78733,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
22758,5,611,13.49,0.18,5,1,60688,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
22759,2,583,7.88,0.17,0,1,35921,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
22760,5,519,11.13,0.07,7,0,66357,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
22761,9,689,12.99,0.15,8,1,39629,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
22762,4,659,11.14,0.04,3,0,210945,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
22763,9,653,15.88,0.15,9,1,66109,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
22764,9,592,11.48,0.11,11,1,68785,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
22765,4,648,13.45,0.03,0,0,73169,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
22766,3,651,10.75,0.18,0,0,68294,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
22767,4,679,11.71,0.23,5,1,66193,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
22768,2,656,11.01,0.07,0,1,83373,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
22769,2,630,8.89,0.19,1,0,53752,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
22770,8,680,11.01,0.12,6,0,85142,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
22771,2,621,7.9,0.12,5,0,57292,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
22772,13,694,7.49,0.09,14,0,53677,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
22773,12,619,16.02,0.15,21,0,74194,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22774,9,685,11.01,0.07,13,0,136608,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
22775,2,715,5.79,0.04,3,0,86220,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
22776,5,737,11.71,0.05,13,1,138903,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
22777,3,653,11.36,0.38,0,1,66599,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
22778,5,572,8.94,0.11,9,1,86627,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22779,5,606,12.34,0.06,6,0,41719,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
22780,2,647,10.37,0.16,0,1,36895,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
22781,2,692,11.36,0.03,0,1,69113,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
22782,2,663,11.14,0.16,1,0,63018,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
22783,4,578,13.06,0.04,0,0,232349,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
22784,7,575,10.37,0.19,7,0,24925,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
22785,3,588,10.65,0.12,0,1,42848,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
22786,8,598,11.04,0.12,8,1,22767,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
22787,2,617,11.71,0.27,5,0,49007,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
22788,22,698,8,0.03,44,1,143858,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
22789,6,511,5.42,0.16,7,1,60379,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
22790,8,684,9.63,0.06,9,1,95783,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
22791,5,691,11.01,0.08,6,0,78977,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
22792,3,663,13.22,0.12,0,1,61545,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22793,2,500,5.42,0.03,0,0,113464,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
22794,10,650,11.17,0.12,10,0,121065,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
22795,2,624,7.49,0.22,1,0,72687,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22796,2,561,12.21,0.11,0,1,71991,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
22797,2,629,11.59,0.09,3,1,126963,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
22798,3,642,8.06,0.13,6,1,89841,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
22799,2,672,8.9,0.23,0,1,23960,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22800,4,624,7.88,0.12,3,1,48875,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
22801,2,684,11.01,0.18,1,1,22564,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
22802,4,614,11.03,0.07,1,1,109370,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22803,3,507,11.01,0.05,2,0,43977,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
22804,4,603,10.27,0.18,1,1,87286,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
22805,8,664,10.25,0.09,6,1,103355,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
22806,12,693,12.61,0.09,25,1,150994,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22807,4,644,11.71,0.12,2,1,240785,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
22808,2,639,8.32,0.08,0,0,68242,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
22809,4,686,14.01,0.17,0,1,58598,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
22810,4,509,6.72,0.14,2,1,85414,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
22811,3,595,9.99,0.1,4,1,38271,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22812,6,634,12.42,0.19,7,1,61947,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
22813,2,560,7.9,0.22,5,0,73064,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
22814,7,685,11.01,0.05,9,1,150938,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
22815,3,632,8.59,0.06,0,0,84678,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
22816,6,610,11.89,0.15,5,1,64722,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
22817,5,638,10.62,0.14,9,0,87737,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
22818,3,622,13.23,0.15,1,0,30827,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
22819,7,664,13.8,0.06,13,0,37705,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
22820,3,658,9.88,0.12,0,0,62799,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
22821,3,711,11.99,0.02,0,1,63326,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
22822,7,660,12.42,0.11,7,0,93198,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
22823,5,698,7.74,0.05,9,1,85237,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
22824,5,668,10.37,0.04,6,1,216860,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
22825,4,671,10.74,0.1,1,0,58841,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
22826,6,593,7.66,0.11,5,1,79208,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
22827,9,605,11.11,0.2,9,1,58951,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
22828,6,679,17.93,0.13,12,0,69575,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
22829,4,611,13.23,0.13,6,1,98944,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
22830,3,654,11.2,0.05,0,1,90914,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
22831,10,666,7.29,0.07,4,1,101499,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
22832,6,635,11.34,0.16,11,1,103157,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
22833,3,557,9.88,0.1,0,1,40684,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
22834,3,657,6.2,0.19,1,0,96927,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
22835,2,673,7.9,0.11,1,0,54831,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
22836,3,615,8.63,0.39,2,0,16991,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22837,4,627,10.99,0.15,0,1,76226,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
22838,14,718,5.98,0.13,24,0,22535,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
22839,4,647,11.49,0.25,4,0,72847,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
22840,4,650,9.66,0.13,0,1,180926,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
22841,7,681,10.08,0.08,6,1,98062,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
22842,3,650,11.62,0.27,1,1,55152,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22843,3,662,11.26,0.1,0,0,187984,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
22844,10,641,10.25,0.35,5,0,30941,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22845,8,591,13.72,0.14,8,1,43132,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
22846,2,607,12.69,0.22,1,0,31197,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
22847,6,659,14.55,0.04,14,1,90948,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
22848,10,689,10.09,0.12,14,1,41248,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
22849,6,663,8.88,0.05,9,1,29963,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22850,10,663,13.11,0.24,4,1,25215,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
22851,4,608,11.89,0.13,2,1,15403,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
22852,4,626,11.62,0.1,3,0,59880,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
22853,4,662,11.49,0.21,0,1,38607,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
22854,4,702,15.2,0.21,3,0,48303,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
22855,9,697,10.27,0.38,10,1,65483,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
22856,13,700,10.99,0.11,14,1,73176,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
22857,2,569,16.32,0.11,0,0,36893,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
22858,10,561,5.42,0.36,8,1,20288,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
22859,3,608,16.53,0.27,1,1,48917,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
22860,2,619,7.88,0.1,0,0,85254,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
22861,3,628,7.9,0.08,0,0,58447,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
22862,8,601,11.01,0.24,11,1,32769,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
22863,2,617,14.35,0.03,0,1,59430,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
22864,4,664,13.57,0.34,0,0,53665,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22865,3,565,5.42,0.05,1,1,56289,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
22866,4,637,19.16,0.23,3,0,42605,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22867,3,632,6.03,0.06,0,1,51512,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
22868,2,514,16.49,0.13,0,1,66936,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
22869,4,641,14.22,0.17,3,0,21946,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22870,3,667,7.66,0.21,1,1,46754,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
22871,2,561,12.69,0.06,1,0,53975,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
22872,7,713,14.17,0.06,13,1,43296,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
22873,5,630,10.71,0.15,11,0,49135,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
22874,7,667,10.14,0.09,9,0,70209,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
22875,17,589,7.14,0.03,17,1,108893,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
22876,3,571,10.97,0.11,0,1,65915,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
22877,3,655,11.83,0.11,0,1,85039,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
22878,6,600,10.65,0.18,9,0,49022,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
22879,6,684,11.9,0.07,5,0,114423,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
22880,3,573,15.96,0.13,3,0,114936,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
22881,2,672,10.99,0.07,2,0,174784,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
22882,7,593,15.99,0.09,9,0,74312,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
22883,4,623,7.51,0.22,0,0,36719,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
22884,4,626,9.99,0.04,1,0,79415,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
22885,6,659,15.33,0.13,8,0,69242,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
22886,7,603,9.97,0.12,9,0,30829,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
22887,2,545,7.29,0.09,0,0,42819,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
22888,3,656,12.42,0.26,2,0,76733,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
22889,6,573,11.01,0.24,3,0,58556,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
22890,10,701,7.9,0.37,10,1,51385,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
22891,4,615,16.11,0.12,0,1,64564,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
22892,8,659,10.28,0.1,5,1,120750,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
22893,3,596,12.21,0.1,0,1,99940,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
22894,5,570,8.27,0.13,1,1,62349,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
22895,6,674,11.01,0.07,6,0,69792,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
22896,4,687,11.01,0.16,4,1,48773,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
22897,4,543,5.79,0.14,2,1,115197,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
22898,2,647,7.14,0.11,0,1,70566,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22899,3,670,7.51,0.09,0,1,85402,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22900,3,684,11.89,0.18,2,1,32750,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
22901,3,620,10.43,0.2,0,1,34523,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22902,5,672,10.65,0.06,5,1,38305,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
22903,5,691,13.67,0.08,0,1,31064,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
22904,4,632,7.29,0.06,0,1,102944,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
22905,2,648,12.53,0.1,3,0,76936,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
22906,3,431,6.54,0.06,2,1,58877,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
22907,7,517,9.62,0.04,10,0,64455,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
22908,3,580,14.9,0.33,4,0,47873,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
22909,4,652,9.32,0.1,2,0,51140,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
22910,4,599,6.54,0.03,3,1,93901,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
22911,4,704,11.01,0.07,4,0,117393,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
22912,5,635,7.9,0.12,8,0,41700,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
22913,16,627,11.01,0.2,20,0,37167,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
22914,4,695,10.25,0.23,2,1,78996,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
22915,2,571,15.99,0.13,2,1,22601,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
22916,9,697,11.01,0.15,8,1,39549,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
22917,6,653,7.88,0.14,6,1,109091,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
22918,9,565,10.99,0.23,8,1,43149,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
22919,3,594,7.74,0.16,0,1,51606,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
22920,4,669,8,0.14,8,0,63426,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
22921,6,644,11.01,0.07,6,0,60793,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
22922,8,632,12.69,0.08,7,0,72617,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
22923,2,623,7.9,0.36,0,1,39356,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
22924,17,688,13.86,0.09,16,1,217803,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
22925,10,711,14.54,0.11,8,0,48740,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
22926,8,648,6.62,0.05,6,1,139867,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
22927,9,646,6.92,0.04,8,1,51620,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
22928,4,659,9.25,0.09,0,0,286397,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
22929,4,669,10.3,0.02,7,1,76745,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22930,3,589,11.95,0.25,3,1,37232,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
22931,2,653,11.01,0.2,0,1,37192,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
22932,4,647,11.14,0.12,2,1,132198,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
22933,2,527,11.49,0.17,0,1,73072,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22934,2,663,11.97,0.09,1,0,64386,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
22935,3,653,10.99,0.16,0,1,61085,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
22936,8,548,11.01,0.12,1,1,121043,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
22937,16,673,7.74,0.22,22,0,34748,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
22938,10,696,8.9,0.13,2,1,63265,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
22939,7,665,7.88,0.08,3,0,35706,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
22940,4,623,11.01,0.08,1,0,18421,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
22941,10,642,6.91,0.17,5,0,90840,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
22942,4,629,7.51,0.06,0,1,114782,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
22943,10,669,11.01,0.01,6,0,145029,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
22944,4,620,7.51,0.11,0,1,111803,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
22945,11,655,12.53,0.36,18,1,67282,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
22946,4,535,11.1,0.11,0,0,133302,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
22947,2,637,8.94,0.17,0,0,50130,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22948,17,549,8.42,0.08,16,1,105127,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
22949,4,593,7.51,0.09,0,1,131773,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
22950,8,607,7.9,0.21,14,1,28012,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
22951,8,695,12.99,0.13,10,1,53716,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
22952,4,675,10.95,0.05,5,0,64078,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
22953,3,651,11.59,0.05,5,1,140836,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
22954,4,591,15.57,0.11,0,0,94838,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22955,4,674,10.71,0.19,2,1,37201,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
22956,12,625,9.91,0.18,23,0,66694,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
22957,4,625,11.82,0.15,2,0,28828,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
